business_type,city,city_tier,store_size_sqft,years_of_operation,month,year,is_festival_season,avg_daily_footfall,conversion_rate,avg_transaction_value,customer_rating,marketing_spend,discount_percentage,inventory_level,supplier_cost,logistics_cost,rent_cost,employee_count,avg_employee_salary,electricity_cost,monthly_sales,monthly_profit
Food,Delhi,3,4768,20,6,2018,1,781,0.29228155333494305,4286,3.118118263302427,72910,15.755946197671395,3935,184544,25282,138285,38,14102,4288,29430364.02181725,28542089.02181725
Retail,Delhi,3,1962,20,12,2023,1,164,0.15268137831394246,3637,3.0941971208369523,101113,36.362843737461276,2186,178985,31264,77346,44,35434,15827,2822531.890804819,960013.8908048188
Pharmacy,Mumbai,1,1768,7,4,2022,1,999,0.12471983577177034,1892,3.2703032748102867,178908,0.8874938384124675,2542,33914,31711,101513,49,46606,20480,7193581.98052728,4722269.98052728
Service,Chennai,1,4090,9,5,2018,0,186,0.392504616557432,289,2.849057595390496,50829,35.549778896688466,4193,149577,50633,115209,23,17342,15821,653292.3947528461,-76813.6052471539
Food,Hyderabad,1,776,18,1,2024,1,31,0.22303901228614892,3012,4.248091690453505,16548,2.125279980538197,3588,150216,41000,65272,49,45451,19122,681387.1596554689,-1821321.840344531
Service,Bangalore,3,2580,4,11,2023,1,671,0.121274595965982,1351,4.031978190289918,82202,29.79504715737177,4565,44749,34536,137872,12,36825,2408,3381019.8402903387,2719554.8402903387
Food,Mumbai,1,2077,18,11,2022,1,238,0.18372581655967485,3105,3.1875460763340664,106735,18.235569049960894,1826,21607,17739,44607,11,33713,19634,4165840.235383023,3691410.235383023
Food,Kolkata,3,3721,10,12,2024,0,372,0.2664628822260035,1100,3.9399535469912927,114671,4.734988039109247,4445,180852,11044,16239,13,11526,12606,3316966.742206419,2946387.742206419
Service,Bangalore,2,3190,3,10,2019,1,723,0.18103626710675846,1909,4.289038646318472,63580,12.206708209994193,2023,147642,5784,132960,43,22292,5063,7571457.693438532,6321452.693438532
Electronics,Delhi,3,1786,16,6,2024,0,44,0.32827105121771905,3397,3.942235806055075,32503,39.78422653799158,4660,138690,5825,93480,32,31420,24151,1484981.7245023008,217395.72450230084
Pharmacy,Mumbai,3,4281,12,2,2020,0,961,0.24181732997323435,2314,3.9087098769884485,42240,31.550635844573506,2341,71599,53939,49088,4,37418,21569,16149163.643918993,15803296.643918993
Electronics,Mumbai,1,3724,7,9,2019,1,163,0.08339993166147974,2405,3.232192301385248,34305,15.883684623331199,3260,61888,23319,80201,4,30759,22171,1044542.7263082495,733927.7263082495
Electronics,Kolkata,3,2072,12,5,2019,1,300,0.4425845082438254,3910,3.1114150283503976,106891,29.324452799975088,1716,197434,26120,92015,47,38784,27190,15667305.245100217,13501698.245100217
Food,Chennai,1,943,8,10,2023,0,499,0.06447942934762725,3133,3.477076255786142,176040,31.460838148847714,994,35460,29276,134830,42,13345,9303,3094566.360627359,2325207.360627359
Pharmacy,Hyderabad,1,4711,4,11,2022,1,906,0.5690519033639804,244,4.718037353109331,174684,23.37847386879379,3384,142786,23757,130351,43,42696,3286,3893780.298957649,1757672.2989576492
Food,Hyderabad,3,443,3,2,2021,1,373,0.1373911836076347,1754,3.920417496851927,46649,38.45071028083262,1651,143874,12494,66018,35,44893,5312,2765272.0823747846,966319.0823747846
Retail,Kolkata,3,2859,22,6,2019,1,479,0.1982566970404161,3402,4.202257061880525,23990,37.21354116974843,3271,86480,16537,19489,7,43007,28445,9751719.601473592,9299719.601473592
Food,Kolkata,2,1205,10,5,2018,1,942,0.5899121646085743,3616,2.976487377493407,144892,7.927686059642998,4514,83939,56896,109828,30,30459,23716,60389995.46296732,59201846.46296732
Service,Chennai,1,3137,16,4,2023,0,181,0.20940728010394566,400,3.1012604477905468,44372,8.525378225053434,1721,186808,22534,65561,43,43531,7045,472581.41238576995,-1681199.58761423
Food,Delhi,3,770,19,7,2022,1,472,0.5179502423703569,4299,4.390761093611541,197527,25.581028174748642,2454,99507,39319,22521,5,29533,28479,31658630.982014332,31321139.982014332
Retail,Mumbai,2,4258,11,10,2023,1,924,0.13467658636185917,3372,4.152361688568604,115526,32.88003530731376,592,68074,25469,121050,5,22939,7713,12684678.732161883,12347677.732161883
Food,Bangalore,1,4290,17,6,2018,1,297,0.5129108706469748,4207,4.430410158244284,28422,18.226275677608356,1447,131659,6312,12228,35,13775,4478,19287509.652353346,18650707.652353346
Retail,Delhi,1,507,11,12,2022,1,233,0.23223332385635476,1073,4.447332109345039,36354,29.628713174975026,2461,189607,43470,136747,47,8684,7358,1806354.2319201021,1021024.2319201021
Pharmacy,Delhi,2,4194,3,3,2018,0,131,0.14205387905041972,207,2.6114846760786343,158110,38.32267867141716,1531,192244,59837,53239,48,42158,3508,178806.25114630695,-2153605.7488536933
Food,Delhi,2,846,21,8,2023,1,554,0.2649692448997838,3513,3.011123233737739,5187,34.523808113168776,1541,148443,35114,27318,47,37049,28418,15522585.03087347,13541989.03087347
Retail,Bangalore,3,4325,16,6,2020,1,772,0.19834055823019453,2394,4.1935579684704845,109318,24.320404832890056,4970,20036,9747,27589,34,43079,13945,11090727.384695465,9554724.384695465
Pharmacy,Mumbai,1,4849,6,8,2020,0,948,0.3908548865757704,1349,2.921196812734755,128765,34.153610068626186,2027,99798,46710,64072,47,24439,18206,15046872.602215914,13669453.602215914
Service,Delhi,2,3237,17,3,2022,0,878,0.48589726682264767,382,4.332234810235805,118996,23.453637403237302,2927,98714,56522,105365,49,13796,12218,4936638.391097462,3987815.391097462
Electronics,Kolkata,1,3542,10,4,2023,0,557,0.1928710779083671,4786,3.264397212131509,8374,2.250494356731201,1197,111923,56558,142441,6,8280,8494,15428032.756908424,15058936.756908424
Retail,Bangalore,1,3422,8,5,2022,1,961,0.30076532040773196,2714,3.0836895803856064,154681,20.17934754628691,4480,188611,52547,149925,22,42131,2212,23645140.60448123,22324963.60448123
Service,Hyderabad,1,3703,1,10,2021,0,634,0.38583926533972057,1829,4.908157495184744,96521,15.619321044800643,454,180719,42177,68617,41,45814,6090,13461022.710146757,11285045.710146757
Pharmacy,Chennai,2,1253,8,5,2023,0,109,0.25017293522471296,985,3.259415492452546,19849,39.43956472115563,498,104916,45805,107745,18,49938,5961,813734.1157120392,-349576.8842879608
Service,Hyderabad,1,3504,10,5,2020,1,177,0.15203250569280805,559,2.721629577716319,154770,25.036126275353542,780,118155,32859,142206,45,11531,5313,563184.5663229052,-254243.43367709476
Food,Mumbai,2,3579,8,2,2023,1,866,0.3100987892534626,1351,2.6496405591107903,21004,37.99191701607069,809,58125,43602,35760,44,43012,27344,10942552.8020315,8885193.8020315
Electronics,Kolkata,3,622,4,10,2022,0,830,0.44498617630276754,2173,4.393533273584122,55138,27.49705109645088,4160,181010,46381,115424,2,12315,13815,24099233.731537256,23717973.731537256
Retail,Bangalore,2,4251,16,7,2020,1,177,0.25053802111611345,4279,3.99652488262603,189545,3.047284574909903,3014,148706,39907,35123,35,35750,26420,5818415.141409561,4317009.141409561
Pharmacy,Bangalore,2,2295,24,2,2022,0,875,0.3796939583359178,4510,4.996235137717832,98072,0.916771371510765,3579,48717,5555,66068,16,41796,20228,44990247.29249347,44180943.29249347
Electronics,Hyderabad,2,519,24,2,2018,0,61,0.49852341285229507,3907,2.5064346609082233,74865,22.801657710932414,2220,166820,47380,138762,31,8907,10931,3594293.6824454674,2954283.6824454674
Pharmacy,Chennai,2,2004,13,4,2023,1,954,0.11380767381137391,3786,4.523549135817283,133866,15.293838758578357,1863,190646,23015,29380,22,35428,29481,12435213.31428704,11383275.31428704
Service,Bangalore,2,2001,3,4,2018,0,414,0.45546272984644554,2212,3.7213353478081235,109850,8.655860019814883,1068,121520,40876,38033,34,47193,20093,12556885.795580592,10731801.795580592
Pharmacy,Mumbai,2,1537,13,5,2019,1,896,0.5927368384139047,2430,4.327523275480829,139979,6.912207958434218,4365,106081,57357,120697,39,49897,13597,38822613.50625479,36578898.50625479
Pharmacy,Kolkata,1,4899,12,1,2024,0,297,0.5982012771307312,2928,3.2256633801001504,197685,2.18772543601514,739,121705,15994,35268,42,47454,14285,15685236.054399539,13504916.054399539
Service,Bangalore,3,513,21,2,2024,0,763,0.34079173251693384,1430,4.462975114445071,77689,22.43658921943606,2218,71945,54508,57419,12,22412,21910,11186109.14295704,10711383.14295704
Service,Chennai,2,1004,4,10,2018,1,736,0.5222387675573534,4789,3.7974498094530227,160959,1.9668627583033915,1770,126400,34086,50611,11,28541,3516,55336495.78893421,54807931.78893421
Electronics,Mumbai,1,1471,16,11,2021,0,71,0.5587077622094901,1982,3.5512431070430646,124712,26.607271334188518,2129,166895,46458,22529,24,14674,20021,2408559.0114093157,1800480.0114093157
Retail,Bangalore,1,441,7,3,2018,1,707,0.12844930910557179,4174,3.859453759314852,23010,3.932856366027444,3141,82327,54261,133413,9,26654,28215,11430890.697743187,10892788.697743187
Service,Delhi,2,3041,19,5,2018,1,433,0.4585216685202136,2233,2.9948536046637737,48662,1.1790457594699655,1101,199455,45623,11893,20,23405,3076,13369651.526615225,12641504.526615225
Electronics,Delhi,1,3096,21,1,2018,0,613,0.2640556023556479,4008,4.144449609736856,41364,27.651224109904675,4563,90797,59827,56331,18,29345,7009,19479323.569500025,18737149.569500025
Pharmacy,Chennai,2,4709,14,1,2020,1,642,0.12000060186647807,3176,2.657010314326496,145754,5.080298182732221,3729,137810,22700,73427,13,46729,19900,7448709.6160280155,6587395.6160280155
Pharmacy,Delhi,3,3280,22,1,2018,0,364,0.564282184477584,1662,2.8872454244037984,197994,26.87492775605306,2011,99039,21221,42581,23,36000,23478,10320377.537371052,9306058.537371052
Food,Delhi,2,1577,14,2,2020,0,377,0.44970297594063435,308,4.167111281739396,102998,39.39990015305532,4373,89643,21474,36667,4,38580,12447,1607730.522629681,1293179.522629681
Service,Mumbai,1,1545,9,7,2018,1,853,0.4005998433607501,3294,2.5557873645833644,68984,38.491826226002416,2287,92735,51108,83772,49,16655,9406,33845540.47233566,32792424.47233566
Electronics,Mumbai,3,3047,18,5,2023,0,985,0.23231650146511168,4338,4.881840141894898,199502,31.893215243641354,2496,166759,25560,145550,25,17914,17598,29859965.25815959,29056648.25815959
Electronics,Hyderabad,3,3942,4,12,2024,1,934,0.2952790207652417,570,3.4899340678812907,15267,9.094093009948757,4120,110780,54702,86994,20,10156,6659,4772126.152249981,4309871.152249981
Retail,Kolkata,3,4462,18,8,2024,0,598,0.5245990074871751,4501,3.037801769041192,94997,16.136116487975887,2579,85463,27786,97145,46,8232,5340,42398287.98063397,41803881.98063397
Electronics,Kolkata,3,1799,9,9,2022,1,371,0.31450928382664856,2349,3.7598909430976737,152178,37.25151541661269,750,56459,45513,78950,48,11407,9907,8333518.284798915,7595153.284798915
Service,Kolkata,3,2687,20,8,2020,1,848,0.3659314765327564,1583,4.831368653562507,47535,38.566340023785635,2280,151852,23484,62490,19,41296,3800,14805630.77581843,13779380.77581843
Electronics,Mumbai,2,4291,16,8,2019,0,839,0.3798772996291468,2688,4.589910681607473,75955,32.95092430922414,477,54150,35841,96739,9,38619,19686,25731725.265917197,25177738.265917197
Food,Mumbai,2,2694,2,4,2023,0,828,0.14252577936862457,4970,4.683060732737912,21578,27.05785207970092,3058,86833,19485,49234,13,21163,19205,17604122.786797673,17154246.786797673
Pharmacy,Mumbai,1,4348,23,9,2021,1,589,0.38234088584149695,807,3.676116088852975,129702,9.60146678992977,2158,155697,47833,81729,19,35589,15904,5553943.306425136,4576589.306425136
Pharmacy,Delhi,1,2377,24,12,2021,1,32,0.3971159796884205,1334,4.1718068843803575,12772,17.992528643018183,779,133937,45562,95080,36,33440,23755,563671.4082281787,-938502.5917718213
Electronics,Kolkata,1,3355,15,7,2018,0,402,0.45892609777533416,3568,4.946714699758922,134019,1.4066060708009998,4051,185386,21251,135542,22,28390,14516,19801234.30136045,18819959.30136045
Electronics,Hyderabad,3,1702,17,5,2023,0,721,0.1405958525137832,3651,3.5237743445261103,159085,3.122112191473474,337,195430,41492,52912,45,36156,24473,11166647.3463268,9225320.3463268
Electronics,Delhi,1,1218,14,3,2019,0,536,0.5347294622451241,3630,3.201458834221145,118011,10.825463146460535,4357,156526,12684,143827,36,39838,18432,31259577.00303279,29493940.00303279
Electronics,Kolkata,1,435,21,7,2023,1,133,0.515316666850826,4212,4.044928866892983,27161,15.4812273227643,1757,102975,39035,95294,42,27744,4412,8721214.46509496,7314250.465094959
Food,Chennai,3,558,19,9,2019,0,436,0.3195717995062838,3333,4.774277881960872,128738,28.850294103855187,2795,180771,11138,57912,18,47746,9333,13983432.325428125,12864850.325428125
Service,Delhi,1,359,5,12,2018,0,569,0.17211766330827083,3069,4.405090137411467,161367,18.43102491883231,166,95261,40205,81483,37,27900,20277,9081417.68539093,7811891.685390931
Food,Kolkata,2,1275,2,1,2019,0,41,0.23974915285741577,3748,2.5987006802680583,33899,30.054240065205207,2517,21436,32422,136752,19,27721,29689,1118812.7846388011,371814.7846388011
Food,Bangalore,2,2815,1,8,2018,0,314,0.16526137639121058,2525,3.6921783313228733,42111,28.682432755661402,1528,185281,14402,129435,17,47597,18534,3947668.868153139,2790867.868153139
Food,Chennai,3,4971,22,11,2021,0,983,0.5305082986362295,2043,2.6263095336312596,133849,19.023532411007153,2481,99968,12164,80333,2,46898,28825,32015640.711816456,31700554.711816456
Pharmacy,Delhi,1,1385,24,9,2019,0,570,0.5788405960522532,3101,4.076043204990791,110321,36.260630848286645,1274,53733,50905,37877,44,17512,3232,30738366.570922438,29822091.570922438
Food,Delhi,3,4754,14,2,2023,1,482,0.474949932679631,1188,2.5430666099231853,68342,2.2537906663191842,4958,165853,49119,13677,5,14962,18961,8236254.719538387,7913834.719538387
Electronics,Bangalore,3,4780,13,1,2022,0,396,0.3551821466477448,4241,3.948846492983704,15490,26.10079401230875,2439,94966,29925,38460,24,26493,7890,17901366.509125058,17094293.509125058
Food,Mumbai,1,1374,16,10,2020,0,555,0.2734390239159386,2039,4.653437376077776,196301,20.771434317484285,3228,76629,55831,111598,37,39703,24364,9361597.52658057,7624164.52658057
Electronics,Bangalore,1,3681,5,1,2022,1,790,0.11607322860668694,2711,4.797243631117981,113983,4.354377270322671,2750,69929,24514,59632,47,12125,8649,7553379.38923966,6820780.38923966
Service,Mumbai,3,3785,22,11,2022,1,601,0.27774835178126545,1031,4.708000737668048,153888,3.3063237069058404,4483,124474,55245,69535,27,13301,10725,5274599.868877319,4655493.868877319
Pharmacy,Hyderabad,1,367,5,6,2023,1,384,0.2246753741429945,4129,4.813743196304985,42611,4.6029563148532615,3094,85093,34778,22987,38,31976,14385,10753971.220515607,9381640.220515607
Service,Delhi,2,1713,24,6,2020,0,927,0.5909471711117239,3615,4.465081548694808,189541,15.349128973538978,1224,167817,36525,23642,17,8080,17457,59485596.9954506,59102795.9954506
Service,Mumbai,3,3939,6,8,2019,0,348,0.3753391882829569,1742,3.018694963693656,147914,27.035082740648132,4849,160847,43413,109003,36,30041,8537,6885264.240924231,5481988.240924231
Pharmacy,Bangalore,2,3559,10,11,2020,0,838,0.5897982165516948,4963,4.789624933802731,117556,38.744994140464826,4684,176556,7808,66015,23,47295,10520,73636039.71547599,72287355.71547599
Electronics,Kolkata,2,2373,7,9,2019,0,409,0.06220760297840983,651,4.033710778516459,86544,28.52622309372803,2194,131051,21087,29987,19,27892,27606,531517.6248428528,-208161.37515714718
Electronics,Chennai,2,2090,6,8,2024,0,327,0.4568021404508459,1588,2.9304413165828027,166737,19.203380413546324,4826,192089,50212,36828,43,34151,25110,7182886.448542602,5410154.448542602
Electronics,Delhi,3,1271,19,9,2023,0,823,0.5174520383733617,4454,3.172550632732719,143724,10.940746043343644,3464,94160,38504,121593,12,45830,19869,56961307.34541019,56137221.34541019
Pharmacy,Chennai,2,3325,7,3,2019,0,964,0.06409822602891051,3058,3.765348465361842,33562,16.41122777463439,1695,116466,46537,40779,30,14903,7658,5682102.690680129,5023572.690680129
Food,Bangalore,1,961,4,2,2021,1,484,0.17704461622244022,281,4.188769910718536,63335,3.386802338377368,4564,69119,19547,51972,2,10518,2087,797697.2795415027,633936.2795415027
Retail,Hyderabad,3,3607,20,12,2018,0,807,0.11709382288028991,786,4.70794295196046,125447,16.700281102451186,2397,184269,47155,58237,27,43399,21323,2278364.181218409,795607.181218409
Food,Chennai,3,3724,11,10,2024,0,687,0.4832770438649348,2677,3.990472514493677,160992,25.557721604297367,3000,165871,17915,24356,26,21063,26728,26728226.64284873,25945718.64284873
Food,Kolkata,3,715,24,9,2023,1,200,0.5973941519590411,1732,3.654896772400349,191463,20.078041462118264,4650,169739,36477,71006,47,40258,28622,6334705.2271583555,4136735.2271583555
Service,Kolkata,1,4817,23,3,2020,1,746,0.2808274289193182,2978,4.658634872608591,68054,23.454704131281154,2037,162079,24249,98079,2,40625,19805,18793706.98474031,18408244.98474031
Retail,Kolkata,2,1455,9,5,2021,0,663,0.2104755202189641,4586,4.568136654854168,46127,38.50859626112993,1534,165573,6293,125218,26,22023,23415,19217089.03355373,18323992.03355373
Electronics,Bangalore,3,4948,23,5,2021,1,223,0.12992733051250693,3671,2.7917496466798446,188716,16.09833911060265,4596,172477,47001,71056,17,35444,22217,3316370.4107833523,2401071.4107833523
Food,Kolkata,1,3087,7,11,2023,1,47,0.549465357670894,1942,3.382097396816566,54570,4.8506023605594395,4814,151854,22444,119355,43,35672,29794,1576385.0316815954,-280957.96831840463
Pharmacy,Hyderabad,2,468,21,10,2019,0,813,0.18607464025946013,3338,4.14149030525425,24234,35.29545886460595,818,161838,49004,96418,33,45566,13282,15158740.868648442,13334520.868648442
Food,Delhi,1,4113,5,6,2024,0,843,0.45591885797911264,671,4.220016952115422,121442,16.822060868150693,3309,50960,20406,108340,48,41794,8630,7785332.89317377,5590884.89317377
Electronics,Kolkata,3,3960,1,8,2020,0,511,0.22953945721913294,4631,3.435675375564294,77378,21.607375474676488,1529,65325,47227,147772,7,48245,28924,16326698.680433065,15699735.680433065
Food,Bangalore,3,474,4,11,2023,0,266,0.4826187464089175,478,3.43136796790714,69749,13.091860583942836,1276,83535,41608,29598,33,38208,28435,1868819.8510520314,424779.8510520314
Service,Kolkata,1,3992,21,3,2019,0,604,0.3682143593422362,1386,3.8911096183365936,189700,26.36719568146856,4064,115819,13555,99216,26,35263,26079,9323333.24911591,8151826.24911591
Service,Chennai,1,4252,15,5,2022,0,702,0.5952350156247315,4789,4.988955057933995,12409,7.117459413723655,834,53037,38030,77801,36,39423,12377,60038188.715753235,58437715.715753235
Food,Kolkata,3,4380,5,6,2024,0,321,0.5285931743701162,3324,3.092872360727302,82739,21.63087207475229,815,195828,11479,55243,34,15155,5930,16953426.542768348,16169676.542768348
Service,Bangalore,1,4134,1,4,2018,1,728,0.14009978887471236,2055,3.4650397396660093,199976,5.495276179766475,916,115750,42269,16651,37,41415,21167,6417837.0444437405,4689645.0444437405
Pharmacy,Chennai,1,2905,4,1,2024,1,773,0.25648545714310994,2848,2.7189535312865725,80521,26.946930074085977,2293,107435,20954,88919,2,21527,5375,17021821.19527155,16756084.195271552
Retail,Mumbai,2,4708,24,11,2018,0,623,0.280313801140567,2780,3.6800369093105836,167541,13.69481933435813,206,59986,15407,44789,33,26724,9927,14631616.942421807,13619615.942421807
Food,Delhi,2,2825,20,2,2020,0,726,0.281786865394038,3252,3.428820446703681,131850,36.53936593453462,3578,188624,16099,80592,47,17118,25559,20011297.902773548,18895877.902773548
Pharmacy,Kolkata,3,3820,20,1,2022,0,377,0.31165678814661396,1550,4.886905111208673,94747,20.665076188172,402,27329,15509,96417,6,25520,4243,5501398.124604216,5204780.124604216
Pharmacy,Bangalore,3,356,13,10,2022,1,470,0.4499226858150475,1328,3.316598391974039,65914,39.347606275224976,139,86979,13564,79919,27,23920,12556,8501077.907349601,7662219.907349601
Pharmacy,Delhi,1,2544,7,2,2023,1,471,0.12574800605488237,3231,2.9479279692793954,184640,26.17786621986154,426,156028,39733,130102,9,20710,25070,5864759.240869781,5327436.240869781
Electronics,Hyderabad,3,1079,11,8,2022,0,638,0.16463378392738923,1136,3.4844248831735882,84729,30.379937884521816,796,38686,52665,135335,7,41102,27077,3613530.5492845806,3072053.5492845806
Food,Chennai,2,4748,11,4,2018,1,825,0.18125028802904924,3039,2.9642027738723793,120271,20.28700078547414,2891,146885,18030,144234,13,13334,4863,13730894.126676947,13243540.126676947
Food,Bangalore,3,673,15,6,2024,0,814,0.054159917495750554,1493,3.763470564859893,28288,31.578261335679407,3870,51707,22653,80498,9,36249,18562,1985934.8815726193,1486273.8815726193
Food,Kolkata,3,1165,23,11,2021,0,891,0.11899264130069531,1405,2.8410510095098576,31441,33.64920742866093,2017,46247,49325,149822,7,12113,5014,4481422.389264459,4146223.389264459
Retail,Kolkata,2,2622,2,1,2023,1,257,0.1719286042935053,1727,3.939366765301747,30543,36.51392128361753,1604,174030,44063,96232,27,26490,20903,2351475.794030753,1301017.794030753
Pharmacy,Mumbai,1,802,8,10,2021,0,448,0.22269225833645512,1669,4.686129111977997,180928,19.500623446797483,2475,189059,44589,37605,45,34195,18294,5067661.4159580255,3239339.4159580255
Food,Hyderabad,1,4809,13,8,2019,1,86,0.3533084980743076,323,3.7837634963126554,145993,35.19862921587445,4737,47953,13785,79042,44,33198,15997,402823.30378524354,-1214665.6962147565
Service,Hyderabad,3,3909,15,4,2018,1,430,0.18504952529052032,3205,3.4864072642490878,29582,28.95722211755695,2238,30593,47377,94721,5,37059,12247,7712612.898373917,7342379.898373917
Electronics,Hyderabad,3,3492,22,11,2020,0,234,0.5056887449201779,692,3.2117356159592028,71719,2.515954449333866,117,46595,9135,25186,9,45269,25553,2485242.612623037,1971352.6126230368
Retail,Delhi,1,3330,5,5,2021,0,403,0.46197775585983597,622,4.273001763174223,26227,3.0535536857749612,4642,155814,35036,45202,29,44863,8425,3484554.284510849,1939050.284510849
Electronics,Kolkata,1,1840,23,2,2019,0,712,0.07346128524739463,576,4.61694626012935,31584,26.734044858310895,3392,121826,26696,130335,15,29695,12704,916454.2384613851,179468.23846138513
Pharmacy,Hyderabad,3,4124,2,6,2022,0,917,0.3276123799078646,4590,2.733692038433912,69105,31.505535183296857,3234,130999,18394,105389,32,33079,6787,41395552.06210799,40075455.06210799
Service,Chennai,3,4851,6,3,2019,1,273,0.23838855659659863,2906,3.875878308646034,100903,34.386826169583344,2056,34963,5964,71498,16,11448,3795,5764042.221396972,5464654.221396972
Pharmacy,Chennai,1,1471,7,4,2021,1,694,0.16448309073839973,1103,4.123595894307048,91867,20.498738919180838,4403,29454,37194,108926,27,17072,10283,3864012.157938351,3217211.157938351
Food,Hyderabad,1,2342,12,1,2021,1,910,0.49850878958519956,3613,4.565079279795681,20707,12.990086879642355,2733,180236,16176,43049,19,47079,6953,49228647.4098572,48087732.4098572
Electronics,Chennai,2,1670,1,12,2024,1,951,0.31995216493586104,245,4.328368289165663,19155,32.87362927621134,4093,148730,28664,14364,34,24454,24788,2294079.6400769283,1246097.6400769283
Service,Chennai,2,3428,21,4,2018,1,165,0.5853185191655008,1294,4.035500745449998,108945,31.720071608452393,1499,28680,27897,20244,30,17331,17714,3842718.710810782,3228253.710810782
Electronics,Delhi,2,1323,16,11,2018,0,858,0.2168670018888294,1840,4.900703357911837,101426,26.282732508325147,644,81832,5285,93615,23,43605,16563,10311738.596657984,9111528.596657984
Retail,Mumbai,2,1486,18,4,2020,0,664,0.5956582279835627,1586,2.6091912350219504,80063,2.502485018652707,3580,109472,7183,94464,20,30572,18696,18850727.075672053,18009472.075672053
Service,Mumbai,3,3482,24,9,2020,0,469,0.4801904841973347,4732,4.48027537236339,123318,31.959497050558628,4439,86418,20903,134778,16,33781,7957,32020044.693090558,31229492.693090558
Retail,Bangalore,2,532,2,1,2024,0,364,0.5590502077530319,1104,3.246292524549534,11295,32.49331574091512,1207,99882,9304,89941,9,23713,21793,6744248.408604072,6309911.408604072
Service,Hyderabad,2,1812,24,5,2018,0,695,0.5119998015541024,3293,4.0603694352571615,128223,14.103931816345376,1553,132304,40159,141449,19,37839,26144,35204709.17489319,34145712.17489319
Food,Delhi,2,1879,4,9,2018,1,259,0.5579437346752012,1362,4.244772406303643,191155,24.434860399677007,4595,66907,17367,38295,34,28122,3476,6031035.47869664,4948842.47869664
Electronics,Bangalore,1,3272,9,5,2024,1,462,0.37057356109832973,2519,4.67692474842649,63905,30.595168613090436,1225,22326,33741,61450,46,38602,10031,13013522.733636757,11110282.733636757
Electronics,Kolkata,2,4208,4,9,2024,0,82,0.5467607741004167,4583,4.277512488458719,164081,18.910137037632524,3155,104321,13122,140112,42,39395,28524,6229911.784147436,4289242.784147436
Pharmacy,Bangalore,3,685,10,4,2020,1,58,0.1879642419948372,2459,3.6531157092383033,162284,38.984098783044885,4277,86751,58738,32285,42,10067,6785,919148.6836536301,311775.6836536301
Service,Chennai,3,2974,11,10,2022,0,188,0.5567152878136093,1957,3.869522861764296,140980,36.866832619208346,1211,60641,28943,15781,44,14734,2781,6201125.854936956,5444683.854936956
Service,Hyderabad,3,1938,18,6,2022,0,906,0.3273540699116457,677,4.859637501966057,180176,30.04412180432187,911,155072,32262,85944,2,17166,20834,6095666.810874404,5767222.810874404
Retail,Mumbai,1,1865,14,6,2023,1,448,0.4544971156477453,3480,3.9364147824365685,93038,15.30718716487904,1758,196045,12317,105422,19,26614,5378,21344590.695383824,20519762.695383824
Service,Mumbai,3,612,11,9,2023,0,893,0.24532702032840636,2919,4.680760663252961,191934,37.449354031645775,4037,47317,7274,135051,21,45677,22706,19261349.042951584,18089784.042951584
Electronics,Mumbai,2,4911,20,5,2022,0,272,0.28896296301327046,1653,4.718512728783018,144805,39.70821639873811,4953,152553,50148,17814,38,16011,6187,3955593.1473452384,3120473.1473452384
Service,Delhi,1,4355,13,4,2022,1,753,0.06215905606285352,1144,3.980179899338302,50294,27.09995028581912,3945,106534,57784,149662,47,45782,23517,1676491.5994700813,-812759.4005299187
Pharmacy,Chennai,3,3556,18,6,2018,1,713,0.5000350789270228,4220,3.430269528126461,124682,28.414395215067945,3837,67193,57605,127060,49,10254,7582,45235939.22741085,44474053.22741085
Pharmacy,Bangalore,1,2144,15,2,2023,1,289,0.18171432156013828,3021,2.950175097720395,139932,21.756454943712278,4450,29766,54508,19386,14,12291,10204,4865447.030305651,4579509.030305651
Electronics,Kolkata,2,2506,2,8,2019,1,332,0.08786201323709641,3068,2.7377193258961303,140208,25.489637773298924,4366,189122,36659,89795,3,10352,24060,2790907.3398496616,2420215.3398496616
Electronics,Delhi,3,1985,23,1,2018,1,249,0.4209607199522316,1156,2.9596201343063773,78285,32.3291806938769,963,198906,29467,92490,11,35975,12040,3716444.5242179045,2987816.5242179045
Electronics,Kolkata,2,521,7,9,2023,0,992,0.12069190835611263,3150,2.8747963762655586,183504,17.80455426826125,3834,128565,38712,39566,49,13787,29012,11387543.856935423,10476125.856935423
Service,Delhi,1,2539,7,1,2024,1,295,0.2725737159811433,3360,2.9555737410532776,189226,37.18242754131243,3529,116861,8247,123207,33,41414,7281,8230942.418415277,6608684.418415277
Service,Chennai,1,1240,5,5,2022,1,780,0.4700879724274875,1495,4.1684552912631485,198743,10.297666544084327,988,161333,43459,101767,35,10625,19562,16574584.739430796,15876588.739430796
Food,Delhi,3,4774,3,6,2021,1,899,0.3333033677586132,951,4.527178391526526,123261,17.730565995356997,2899,145074,58222,116225,40,42729,18350,8648025.828855759,6600994.8288557585
Retail,Kolkata,1,2713,15,10,2024,1,557,0.32364892032717446,3252,2.9265748664094278,170433,19.459575135142316,2779,74560,30344,29358,4,10773,7267,17705553.28758536,17520932.28758536
Service,Delhi,1,3308,2,9,2018,1,823,0.3838892046480483,4616,3.7672316978995872,32533,36.77477465805419,4107,60909,56584,38610,20,13601,21462,43814497.320101604,43364912.320101604
